,0,1,2,3,4,5
118,736103.0,143.920081833,142.397167,144.362214594,141.444132672,3685600.0
119,736104.0,143.163549231,144.676629,144.932080274,143.006341494,3671500.0
120,736107.0,145.030339044,144.205022,145.364393206,144.096944382,2103800.0
121,736108.0,144.313099852,145.718102,146.150414435,144.313099852,2929300.0
122,736109.0,146.327262473,149.039037,149.432040624,145.904784117,4355300.0
123,736110.0,148.901484801,149.77593,149.844699788,148.410222901,3062900.0
124,736111.0,149.687507162,150.168934,150.257358195,149.490990611,2422100.0
125,736115.0,149.893829038,151.053214,151.121983788,149.608903031,5836600.0
126,736116.0,150.326140572,149.844699,150.591425927,148.891648954,2663400.0
127,736117.0,149.923302414,150.817403,150.817403,149.461515246,2642600.0
128,736118.0,149.736621425,150.218063,150.365435675,149.048857711,2314800.0
129,736121.0,150.414564568,150.060856,151.259536018,149.677671718,2378700.0
130,736122.0,150.630721594,150.650376,151.239881436,149.99208702,4465000.0
131,736123.0,150.846877832,151.308665,151.397088212,150.365435276,2935000.0
132,736124.0,150.247537101,150.738799,151.072854143,150.060855615,2021800.0
133,736125.0,150.11980403,149.707146,150.650375723,149.206064759,3120600.0
134,736128.0,148.980088224,148.636199,149.834879015,147.653675203,3610400.0
135,736129.0,148.636199218,148.420043,149.13728046,147.771573363,2865800.0
136,736130.0,148.813061318,148.046679,149.137280416,147.968089869,2260400.0
137,736131.0,147.565251226,148.420043,148.646018561,146.396045941,2449100.0
138,736132.0,148.321800446,149.333798,150.051036447,147.968090894,4663900.0
139,736135.0,149.933136881,150.925481,151.966953274,149.854533012,3572100.0
140,736136.0,151.4658726,151.357794,151.868710305,151.00408445,2760300.0
141,736137.0,151.063034722,150.247538,152.00626445,149.608903423,2833700.0
142,736138.0,150.76827394,152.635078,152.762796269,149.933137554,3969400.0
143,736139.0,147.349095359,144.02816,147.977910591,143.625322294,9082800.0
144,736142.0,143.625321901,140.992165,144.037994669,140.009641202,5017900.0
145,736143.0,142.249795067,143.153715,143.183189732,141.699583703,3997700.0
146,736144.0,143.939736477,145.86549,145.885129668,143.89060734,3367700.0
147,736145.0,146.258493476,149.127461,149.255194006,146.071811007,3967100.0
148,736146.0,149.127461556,149.687507,150.296666844,148.754097599,2658300.0
149,736150.0,148.547775181,149.029203,149.343617493,148.12528307,2465200.0
150,736151.0,149.196244433,149.707146,149.746455795,147.299965646,2569400.0
151,736152.0,150.080510675,149.933138,151.004085014,149.235539223,2138400.0
152,736153.0,151.308665174,151.760633,151.898185349,150.404745244,3040600.0
153,736156.0,151.89818456,152.615423,153.313006052,151.799926285,2833700.0
154,736157.0,153.273713124,154.295531,154.374134869,152.802105629,3843800.0
155,736158.0,154.993129644,155.258415,155.572814756,154.315186256,2746400.0
156,736159.0,156.034602038,157.478913,158.579334739,155.808625495,4637600.0
157,736160.0,157.105548943,156.987651,157.184152811,155.730021525,4476800.0
158,736163.0,156.516043639,157.066255,157.940700196,155.955998198,6729700.0
159,736164.0,158.952699413,156.79115,159.306407981,155.13068183,7120000.0
160,736165.0,157.174332921,158.540041,158.883930224,156.810804028,4376300.0
161,736166.0,157.940701088,157.645941,159.021483165,157.095729636,3518900.0
162,736167.0,157.970175439,159.237639,159.335882537,157.675415352,2520100.0
163,736170.0,159.168855426,159.80749,160.033481282,158.923224476,2804600.0
164,736171.0,159.80748963,159.286753,160.740899027,158.549860153,2894600.0
165,736172.0,159.286753023,159.001828,159.728900522,158.363178689,2162700.0
166,736173.0,158.559696063,158.549861,158.98217442,157.901407081,2340400.0
167,736174.0,158.540041508,157.812968,158.844620939,157.233282888,3547500.0
168,736177.0,157.842442015,158.628464,158.824965812,157.046599705,2823600.0
169,736178.0,158.451616384,157.773673,158.628463789,157.557516783,3080900.0
170,736179.0,157.331541026,157.862097,158.04877947,157.007306207,2861700.0
171,736180.0,158.048779612,158.726723,158.874095675,157.321706104,2489100.0
172,736181.0,159.168855303,160.642641,160.652461325,158.746376947,3812400.0
173,736184.0,161.266977552,160.583178,161.802130628,160.127322533,3039300.0
174,736185.0,160.761567316,160.315616,161.306625532,160.196684946,2737500.0
175,736186.0,160.731838049,160.622827,161.197614511,160.503910811,2466700.0
176,736187.0,160.791296788,162.059788,163.467019555,160.721919184,8768600.0
177,736188.0,161.722847777,160.493991,161.990425306,160.067863838,2543100.0
178,736191.0,160.939942056,160.424628,161.504824426,160.325521101,2970400.0
179,736192.0,159.661546873,159.255229,160.474166762,159.24532386,2210200.0
180,736193.0,159.522806063,158.997572,159.711100848,158.402960332,3225900.0
181,736194.0,159.443522538,159.909299,160.543544109,158.997571222,3652000.0
182,736195.0,159.393969601,158.601159,159.463348196,158.085844943,2815200.0
183,736198.0,158.561525,158.561525,159.12640737,157.699351663,2039300.0
184,736199.0,158.888559604,158.819182,159.889473281,158.789452705,2838100.0
185,736200.0,158.452513043,157.620069,158.739899861,156.896636006,3645800.0
186,736201.0,157.570515572,157.203847,158.105653782,156.995728061,2575000.0
187,736202.0,157.451600359,156.896637,158.997572266,156.430861526,2498900.0
188,736205.0,157.402046504,158.284044,158.769644618,157.075011376,2475900.0
189,736206.0,158.323678424,157.966914,158.710171152,157.382222338,1813300.0
190,736207.0,158.224586447,157.4516,158.224586447,156.837164178,2323600.0
191,736208.0,156.896636244,158.105654,158.184936745,156.678613155,2358400.0
192,736209.0,158.442609128,158.115574,159.126407688,157.719161268,2315400.0
193,736213.0,158.442609527,158.908385,159.413794908,157.679528221,2994100.0
194,736214.0,158.749819149,160.18678,160.30569718,158.561525356,2867300.0
195,736215.0,159.106583752,157.570516,159.760654009,157.332668757,3963200.0
196,736216.0,156.609236347,154.290277,156.975904921,154.25062869,5186000.0
197,736219.0,153.864135098,156.866892,157.104740234,153.447912085,4367500.0
198,736220.0,156.212837283,154.409193,156.51012825,154.101982027,3636700.0
199,736221.0,154.300181788,152.665022,154.468651428,152.010951742,3860600.0
200,736222.0,152.912774043,154.260548,154.924522406,151.832577615,3645600.0
201,736223.0,153.64611147,152.456903,154.002875894,152.090234427,6463600.0
202,736226.0,153.477642,153.477642,154.785781526,153.160526876,2450100.0
203,736227.0,154.468650551,153.061419,155.162369115,153.061419,2159100.0
204,736228.0,153.517291043,154.131712,154.280357484,152.486632208,2473900.0
205,736229.0,154.746132444,154.706499,155.80651958,154.290275988,2691100.0
206,736230.0,154.220898108,153.586653,154.637120129,153.319091328,2702200.0
207,736233.0,153.071339477,152.595644,153.071339477,152.080329944,2533300.0
208,736234.0,152.932598609,155.360569,155.360569,152.427174826,2987200.0
209,736235.0,155.5785915,156.866892,157.203847133,154.825415336,3310000.0
210,736236.0,157.20384692,156.688518,163.51657268,156.044367751,3374800.0
211,736237.0,157.471408584,157.42187,158.402959526,156.638964542,3596900.0
212,736240.0,156.638964315,156.193013,156.946174297,155.60832035,2227800.0
213,736241.0,156.252470612,155.053358,157.104739799,154.419111901,2884100.0
214,736242.0,155.65787386,155.667779,156.411036148,155.311014578,1684500.0
215,736243.0,155.4299307,155.46958,156.014623349,154.488474619,1950100.0
216,736244.0,155.727237004,154.270452,156.282200361,153.467737251,2671900.0
217,736247.0,155.301111017,155.608321,157.065106006,155.251557568,2481300.0
218,736248.0,155.320920471,153.398359,155.53894356,152.506456364,2901300.0
219,736249.0,153.576748411,152.902854,153.576748411,151.703741383,2964000.0
220,736250.0,152.318162845,152.337987,152.833491768,150.901026145,2909900.0
221,736251.0,153.081243155,153.061419,154.131711275,152.704654578,4358200.0
222,736254.0,153.061420011,153.37855,154.488475726,152.952407971,5890400.0
223,736255.0,148.671254299,149.364958,149.642439679,146.461292136,12770600.0
224,736256.0,149.910016014,149.900097,151.079400326,149.473969838,4632900.0
225,736257.0,149.919921756,150.157769,151.525352251,149.662264232,4023100.0
226,736258.0,149.226217081,148.284761,149.791084585,148.215383396,4414200.0
227,736261.0,149.047828495,149.216313,150.157769088,149.047828495,2666700.0
228,736262.0,149.216312027,149.523523,149.801004678,148.482960019,2647500.0
229,736263.0,149.355053434,150.445155,151.564999735,148.909087253,2811700.0
230,736264.0,151.446083938,151.971318,152.674926841,150.653273338,4229300.0
231,736265.0,152.665020702,151.237965,153.051513427,150.811822975,3654500.0
232,736268.0,151.386612192,152.308258,152.942504105,151.386612192,3553200.0
233,736269.0,152.119963707,151.41634,152.526281581,150.37579188,3191900.0
234,736270.0,151.109130063,150.583896,151.971318269,150.306414321,3074400.0
235,736271.0,151.138859335,151.000118,152.357810974,150.435250493,2878800.0
236,736272.0,151.029846705,151.059576,152.25870348,150.504612644,2470400.0
237,736275.0,152.605563466,154.320006,154.706499719,152.456903117,3804900.0
238,736276.0,154.559998,155.169998,155.929993,153.059998,3921900.0
239,736277.0,152.960007,154.809998,155.559998,151.0,5386600.0
240,736278.0,157.660004,160.220001,161.160004,157.589996,7715800.0
241,736279.0,159.970001,161.270004,161.339996,159.330002,4436400.0
242,736282.0,161.25,158.210007,161.860001,157.580002,5180400.0
243,736283.0,158.419998,158.669998,159.149994,157.550003,3385600.0
244,736284.0,158.460007,159.289993,159.550003,158.029999,2244100.0
245,736285.0,159.220001,159.800003,159.929993,158.850006,2256400.0
246,736286.0,159.800003,160.389999,160.720001,159.210007,2958700.0
247,736289.0,160.690002,162.770004,163.0,160.369995,4601900.0
248,736290.0,163.0,162.669998,163.0,161.949997,2707900.0
249,736291.0,161.940002,161.979996,162.380005,161.360001,2252700.0
250,736293.0,161.830002,163.139999,163.190002,161.830002,1605300.0
251,736296.0,163.199997,164.520004,164.660004,162.699997,4435900.0
